url,status,canonical
https://www.foch-immobilier.fr/,200,https://www.foch-immobilier.fr/
https://www.foch-immobilier.fr/biens-immobiliers,301,https://www.foch-immobilier.fr/
https://www.foch-immobilier.fr/apropos,301,https://www.foch-immobilier.fr/
https://www.foch-immobilier.fr/contact,200,https://www.foch-immobilier.fr/contact
https://www.foch-immobilier.fr/nos-biens/xdpezdofyyytkyf3/1,200,https://www.foch-immobilier.fr/nos-biens/xdpezdofyyytkyf3/1
